crs,adt,count,sum
15160,15230,191,33982365
15160,15240,32,20482883
15160,15250,8,4040533
15160,15261,22,3697403
15160,16010,1090,369396816
15160,16020,233,39751640
15160,16030,10,2062132
15160,16050,23,10032515
15160,16081,7,659190
15160,21010,1,23916
15160,21020,3,3863614
15160,21040,1,1321585
15160,22005,3,576466
15160,22010,1,61949
15160,22020,1,9423
15160,22030,23,4390679
15160,22040,4,343099
15160,22081,1,201710
15160,24005,1,46391
15160,24030,28,1523983
15160,24040,6,2948245
15160,25010,12,2592761
15160,25081,2,419790
15160,31110,1,84477
15160,31120,3,167087
15160,31181,1,117000
15160,31220,1,51634
15160,32105,1,186769
15160,32120,1,10897
15160,32130,1,6305
15160,32210,3,997093
15160,32220,2,1352157
15160,32310,1,14641
15160,33110,4,2680920
15160,33120,2,2020422
15160,33210,1,90867
15160,41005,5,1990516
15160,41010,3,635672
15160,42010,309,116421507
15160,43010,40,26842938
15160,43030,52,7645926
15160,43040,10,3041475
15160,43081,8,5983427
15160,43082,21,9159386
15160,51010,83,47233726
15160,52010,13,7032601
15160,72000,1,268494
15160,72010,85,32784870
15160,72020,3,553441
15160,72050,15,8932193
15160,73010,19,9030451
15160,74010,6,4172242
15160,91010,59,26804926
15160,92000,2,11051403
15160,92005,49,22749645
15160,92010,20,11730664
15160,92020,78,28412981
15160,92030,39,11211540
15160,93010,2,5781261
15160,99810,583,274846037
15160,99820,3,383927
15161,11120,1,156032
15161,11420,2,59834
15161,15100,3,802285
15161,15105,1,269556
15161,15110,3,110571
15161,15130,5,75088
15161,15140,18,1127116
15161,15150,395,123560993
15161,15210,1,
15161,15220,6,1563274
15161,16010,2,138486
15161,16020,1,15524
15161,22020,1,1263681
15161,22030,1,134832
15161,22040,1,419570
15161,42010,4,527263
15161,43082,1,126354
15161,51010,1,2527
15161,72010,1,692428
15161,91010,1,12130
15161,92010,1,
15161,92020,1,249200
15161,99810,5,2475140
15162,11000,1,34946
15162,11130,1,
15162,11230,3,45201
15162,11320,1,2890887
15162,11420,1,70085
15162,12110,3,677533
15162,12191,2,264422
15162,12220,6,3039140
15162,13010,4,340779
15162,15000,7,619293
15162,15100,8,2590280
15162,15105,4,42401
15162,15110,18,7241753
15162,15120,2,33695
15162,15130,46,12449008
15162,15140,6,619572
15162,15150,648,242283882
15162,15205,5,150103
15162,15210,2,139737
15162,15220,19,2603798
15162,15230,1,865535
15162,15240,1,519321
15162,15261,1,35733
15162,16010,66,12355113
15162,16020,10,1301799
15162,16081,1,
15162,24040,2,878146
15162,25010,1,2420643
15162,31181,1,19388
15162,33120,1,5118
15162,33140,1,14269
15162,33181,1,6739
15162,42010,49,6260122
15162,43010,3,708296
15162,43081,1,2527
15162,43082,1,605874
15162,51010,5,3696021
15162,72010,11,8630778
15162,74010,2,6940
15162,91010,6,814477
15162,92020,2,388452
15162,92030,1,168473
15162,99810,59,392068630
15163,11105,2,141368
15163,11120,4,107420
15163,11420,1,16847
15163,11430,2,268917
15163,15110,9,2443448
15163,15130,5,1078669
15163,15140,2,51700
15163,15150,379,54599770
15163,15220,5,336874
15163,16010,11,675325
15163,16020,1,78643
15163,22005,4,463874
15163,22010,2,1313756
15163,22030,30,8545679
15163,22040,11,530293
15163,22081,4,823333
15163,25081,3,11327
15163,42010,8,699680
15163,43082,1,13675
15163,51010,2,336945
15163,73010,1,196607
15163,91010,1,16991
15163,92005,1,10197
15163,92010,1,50089
15163,99810,13,578190
15164,13010,2,29873460
15164,13020,1,128393
15164,14020,1,3703259
15164,15110,1,681338
15164,15130,2,2172124
15164,15150,87,47247103
15164,15205,1,5500
15164,16010,7,3481899
15164,16020,1,10378
15164,16050,1,890082
15164,22040,1,24752
15164,25010,2,6141225
15164,31120,1,66717
15164,32120,2,1892136
15164,32140,4,304386
15164,42010,806,550951812
15164,43010,1,384083
15164,43040,3,2601352
15164,74010,1,29422
15164,91010,4,100349
15164,92020,2,296234
15164,99810,5,1145627
15164,99820,1,1986847
15170,11105,15,11194924
15170,11110,2,107873
15170,11120,12,688628
15170,11130,2,2229481
15170,11220,2,374128
15170,11230,6,983220
15170,11320,3,714614
15170,11330,4,949996
15170,11420,15,9592497
15170,11430,2,276480
15170,12005,1,17499
15170,12105,2,451483
15170,12110,1,412988
15170,12181,1,226302
15170,12182,1,19041
15170,12191,4,114361
15170,12220,1,14825
15170,12230,2,377467
15170,12240,3,688871
15170,12261,1,80989
15170,13010,10,1438159
15170,13020,47,16823389
15170,13030,1,146827
15170,13040,6,1224592
15170,13081,1,54467
15170,14030,1,212916
15170,15000,4,216072
15170,15100,42,10496253
15170,15105,10,3021189
15170,15110,65,120482158
15170,15120,3,208265
15170,15130,56,11038546
15170,15140,21,16210635
15170,15150,1983,825971513
15170,15200,1,2367050
15170,15205,8,1659023
15170,15210,1,7471
15170,15220,25,5671110
15170,15230,6,713839
15170,16010,137,28088756
15170,16020,27,19403097
15170,16030,1,15270
15170,16050,12,5216944
15170,16081,3,661904
15170,22000,1,13192
15170,22005,1,46051
15170,22030,9,1665225
15170,22040,3,926887
15170,22081,2,400873
15170,23005,1,396031
15170,23020,1,2681
15170,24005,1,5881927
15170,24010,3,188616
15170,24030,16,2747482
15170,24040,8,1408748
15170,25010,13,2791437
15170,25081,2,583983
15170,31100,2,129192
15170,31110,2,54924
15170,31120,5,823793
15170,31130,2,58441
15170,31140,1,142422
15170,31181,1,186358
15170,31182,1,515741
15170,31300,1,52600
15170,32000,1,217624
15170,32120,4,5194692
15170,32130,1,62940
15170,32140,5,532879
15170,32181,1,42627
15170,32182,1,135368
15170,32310,1,50459
15170,33110,1,1061367
15170,33210,4,346153
15170,41005,2,131850
15170,41010,6,35390
15170,41020,1,14698
15170,41030,2,486159
15170,41040,1,260820
15170,42010,3086,880641302
15170,43010,27,3367074
15170,43030,73,15171052
15170,43040,17,5071215
15170,43081,7,1897591
15170,43082,14,1822765
15170,51010,41,11680549
15170,52010,3,303888
15170,72010,6,1361946
15170,72040,1,136743
15170,73010,4,402999
15170,91010,19,6031608
15170,92005,30,12243215
15170,92010,8,2037015
15170,92020,49,10822676
15170,92030,57,10667654
15170,93010,1,596138
15170,99810,127,25084683
15210,11110,3,708275
15210,11120,8,217247
15210,11130,1,51571
15210,11230,1,88934
15210,12281,1,56900
15210,13010,5,8642022
15210,14005,1,248317
15210,14020,1,14920
15210,14050,1,20024
15210,15000,6,10570803
15210,15100,14,64190676
15210,15105,15,64460132
15210,15110,24,67959192
15210,15120,23,40746126
15210,15130,264,522707607
15210,15140,66,61174904
15210,15150,18,23847117
15210,15205,57,28801220
15210,15210,615,328129086
15210,15220,37,489897644
15210,15230,35,14567150
15210,15240,27,46566141
15210,15250,3,242434
15210,16010,6,2948543
15210,16030,7,242059
15210,21010,1,1009
15210,21020,1,65170
15210,21040,4,39257
15210,21050,4,2678966
15210,21061,1,
15210,22030,5,74066
15210,22040,6,296300
15210,23020,9,60868495
15210,25010,2,758152
15210,31320,1,70738
15210,32120,3,135164
15210,33110,49,96052021
15210,33120,102,19099679
15210,42010,7,2605170
15210,43030,2,2019213
15210,43081,2,116144
15210,43082,2,346231
15210,51010,2,415473
15210,52010,2,919401
15210,53050,21,1479931
15210,70000,2,86907468
15210,72010,3,764067
15210,72020,1,652309
15210,73010,4,3534724
15210,74010,5,3157670
15210,91010,24,746067
15210,92005,2,925397
15210,92020,6,2734090
15210,92030,1,288811
15210,93010,2,58828137
15210,99810,107,74888359
15210,99820,2,13399
15220,11100,2,8216284
15220,11105,16,3570761
15220,11110,1,23326
15220,11120,22,6455340
15220,11130,4,152437
15220,11220,3,3514976
15220,11230,3,572385
15220,11420,7,386016
15220,12005,3,580808
15220,12110,1,1457946
15220,12182,1,1008364
15220,12191,3,1880790
15220,12220,2,1101868
15220,13010,9,1247904
15220,13020,1,11464
15220,13040,5,21422202
15220,14005,3,2661853
15220,14010,2,221677
15220,14015,1,334832
15220,15000,30,15418873
15220,15100,17,12209831
15220,15105,45,117892260
15220,15110,128,90561362
15220,15120,3,1853605
15220,15130,185,147803957
15220,15140,87,69238615
15220,15150,415,188183720
15220,15200,6,1306426
15220,15205,518,794453880
15220,15210,204,209876882
15220,15220,2763,1996144992
15220,15230,85,126053373
15220,15240,40,18483986
15220,15250,32,34693196
15220,15261,4,1161799
15220,16010,178,28009695
15220,16020,6,1159438
15220,16030,5,6187386
15220,16050,5,847239
15220,16081,4,129989
15220,21005,1,87702
15220,21040,1,69404
15220,21050,3,2871014
15220,22005,1,489232
15220,22010,3,874849
15220,22020,12,79746994
15220,22030,20,4876282
15220,23010,1,4891
15220,23040,2,974611
15220,24010,2,1568067
15220,24030,3,3093243
15220,24081,1,63538
15220,25010,47,1516570
15220,25081,1,4004804
15220,31120,1,212087
15220,31150,1,235202
15220,32120,1,131553
15220,33120,2,113940
15220,41005,1,2669870
15220,41010,9,2383072
15220,42010,38,17511074
15220,43010,14,14876732
15220,43030,19,1337721
15220,43040,6,4891485
15220,43081,7,1175722
15220,43082,19,6839444
15220,51010,34,49835418
15220,52010,1,1020561
15220,72010,39,85320362
15220,72020,2,2006323
15220,72050,9,325530
15220,73010,64,250882493
15220,74010,14,7802981
15220,91010,113,74369974
15220,92005,8,6698079
15220,92010,2,350146
15220,92020,30,17365463
15220,92030,9,7424060
15220,99810,174,132850838
15220,99820,2,323640
15230,11105,6,696756
15230,11120,7,622357
15230,11182,1,18485
15230,11420,5,405373
15230,11430,1,244236
15230,12005,1,425090
15230,12110,1,58388
15230,12191,1,220137
15230,12220,1,56031
15230,12230,1,145715
15230,12240,1,722796
15230,13010,5,2288019
15230,14030,1,115820
15230,14082,1,253236
15230,15000,73,71310004
15230,15100,5,3043397
15230,15105,68,16105449
15230,15110,131,74842869
15230,15120,1,311649
15230,15130,93,80258023
15230,15140,34,66854615
15230,15150,129,96021593
15230,15200,9,9665997
15230,15205,490,596455753
15230,15210,135,255835064
15230,15220,429,460019616
15230,15230,939,1233822656
15230,15240,93,182402395
15230,15250,192,253376802
15230,15261,5,5543056
15230,16010,27,16238855
15230,16020,5,750518
15230,16030,1,3935
15230,16050,2,343155
15230,21005,1,798139
15230,21040,2,97863
15230,21050,1,1509
15230,22005,1,26975
15230,22010,2,728345
15230,22030,1,18677
15230,22040,2,338905
15230,23020,9,2577248
15230,23040,1,590679
15230,24005,1,184533
15230,24030,2,800471
15230,25010,5,1583918
15230,31105,1,60497
15230,31120,2,192917
15230,32205,1,188013
15230,32210,1,897033
15230,32220,1,39433
15230,33120,2,708294
15230,33140,1,42090
15230,41010,2,146559
15230,41020,3,435867
15230,42010,16,4910275
15230,43010,10,2562628
15230,43030,9,426510
15230,43040,2,301544
15230,43081,3,1349840
15230,43082,8,2119899
15230,51010,26,93300293
15230,70000,4,81347216
15230,72010,44,233490717
15230,72020,1,2200174
15230,72050,4,5091529
15230,73010,49,629370728
15230,74010,6,9124006
15230,91010,15,66059900
15230,92005,13,2139470
15230,92010,2,987255
15230,92020,36,108017380
15230,92030,10,3397510
15230,99810,121,157549001
15230,99820,1,157337
15240,11120,1,5647833
15240,12191,2,317853
15240,12220,1,534236
15240,12250,5,381283263
15240,14050,1,
15240,15000,1,586832
15240,15100,5,6394928
15240,15110,8,1862043
15240,15120,1,804334
15240,15130,5,6781437
15240,15140,3,1259115
15240,15150,14,13102976
15240,15200,10,17979300
15240,15205,40,427629027
15240,15210,61,1187541760
15240,15220,32,215795974
15240,15230,17,93486697
15240,15240,512,1175885089
15240,15250,6,1650688
15240,15261,6,5034513
15240,16010,4,22618846
15240,16020,2,2087497
15240,16050,1,29405
15240,25010,1,933846
15240,32182,1,4290292
15240,33120,1,7289745
15240,41005,6,3436361
15240,43040,1,336474
15240,43081,1,2713
15240,43082,2,2309599
15240,51010,2,561670
15240,53050,2,7676667
15240,72010,1,165653
15240,72020,1,284915
15240,72050,1,228792
15240,73010,4,7364295
15240,74010,2,5637519
15240,91010,4,3874702
15240,92020,2,747843
15240,92030,1,17068
15240,99810,17,39259561
15250,11120,1,17578
15250,11420,1,27755
15250,12191,1,22928
15250,12220,2,1272623
15250,14082,1,207984
15250,15000,1,1465365
15250,15105,2,2753256
15250,15110,3,9328372
15250,15120,2,792796
15250,15140,3,1347324
15250,15150,10,1508639
15250,15200,9,10803042
15250,15205,20,23428866
15250,15210,6,1152040
15250,15220,2,553374
15250,15230,29,33505167
15250,15240,16,259497718
15250,15250,2066,2270727679
15250,16010,11,3544317
15250,16020,1,
15250,16030,1,336529
15250,21020,1,599669
15250,22020,2,218172
15250,31120,1,60475
15250,31130,1,3471815
15250,32120,1,59998
15250,32181,1,1739872
15250,32182,1,437379
15250,32205,2,889211
15250,32210,1,598081
15250,32220,2,175930
15250,33110,1,46074
15250,43010,4,6973113
15250,43030,2,139675
15250,43040,2,280927
15250,43081,2,202512
15250,51010,6,2462879
15250,52010,1,607448
15250,60030,1,66832
15250,72000,1,60859
15250,72010,12,10689020
15250,72020,1,23374
15250,73010,4,2025789
15250,74010,2,488457
15250,91010,3,1617138
15250,92010,4,1597625
15250,92020,2,2833516
15250,99810,16,11128429
15261,11120,1,114096
15261,15105,1,391654
15261,15130,2,400768
15261,15150,9,375344
15261,15205,2,233788
15261,15220,2,384270
15261,15230,1,285720
15261,15261,112,35964970
15261,16010,7,995718
15261,16030,1,25956
15261,16050,1,873882
15261,24010,1,29651
15261,43030,5,184920
15261,51010,1,800961
15261,73010,1,143541
15261,91010,1,40098
15261,92020,1,93289
15261,99810,2,1206235
16010,11105,22,2144840
16010,11120,1,3682928
16010,11320,1,21286
16010,13010,3,26830
16010,13020,1,30
16010,15110,2,693497
16010,15130,31,3148287
16010,15140,5,2904915
16010,15150,37,21451750
16010,15205,1,73379
16010,16010,183,50029244
16010,16020,2,639966
16010,16050,4,21057979
16010,16081,1,198703
16010,24030,3,60081
16010,42010,1,3164
16010,43030,97,10442337
16010,43082,3,104987
16010,51010,50,16436839
16010,91010,23,1099873
16010,92005,21,11558746
16010,92030,7,690546
16010,99810,1518,555182626
16020,11105,3,5729066
16020,15110,15,15361738
16020,15120,3,91626
16020,15130,1,1190249
16020,15140,1,34762
16020,15150,7,2410057
16020,15205,20,3404792
16020,15230,1,356984
16020,16010,4,1103361
16020,16020,93,9783808
16020,16050,2,1076001
16020,16081,2,1141115
16020,24010,1,54738
16020,41005,1,665181
16020,42010,2,4875970
16020,43030,39,5200095
16020,51010,22,3000804
16020,91010,4,118685
16020,92005,2,551080
16020,92020,3,34789
16020,99810,601,52526824
16030,11105,2,32564
16030,15140,1,5647
16030,15205,18,8111329
16030,16010,2,36852
16030,25010,45,258977
16030,43030,8,396162
16030,43040,2,5367379
16030,51010,7,437630
16030,91010,2,35220
16030,92005,8,2957253
16030,92030,1,9739
16030,99810,329,27920981
16040,11105,2,87604
16040,16010,4,452353
16040,43030,35,6527548
16040,51010,11,2171146
16040,92005,10,3969844
16040,99810,7,767666
16050,11105,1,48229
16050,13010,1,768102
16050,15110,2,220959
16050,15130,7,990533
16050,15140,1,3039980
16050,15150,55,10249377
16050,16010,94,21495933
16050,43010,195,114593286
16050,43030,57,7934055
16050,51010,36,11508913
16050,91010,14,314817
16050,92005,17,31231480
16050,92030,1,26381
16050,99810,426,249921846
16061,11105,21,1468772
16061,13010,13,74014
16061,15110,3,135757
16061,15150,5,871456
16061,16010,25,4454657
16061,24030,4,46259
16061,43030,47,3105091
16061,43082,2,372348
16061,51010,18,3080812
16061,91010,24,643546
16061,92030,2,23013
16061,99810,1102,199209292
16062,11105,2,93508
16062,15120,2,729191
16062,15140,1,8607
16062,16010,7,503059
16062,16081,1,344224
16062,99810,505,71460045
16063,11105,2,20996
16063,43030,4,102718
16063,51010,3,111954
16063,99810,57,769923
16064,15150,4,295635
16064,16010,3,520927
16064,42010,2,199310
16064,43030,14,563438
16064,43082,1,327005
16064,92005,1,462460
16064,99810,2,15079
21010,15110,1,8611
21010,15140,1,2435298
21010,15150,3,439012
21010,21020,1,479557
21010,32310,1,220627
21010,41005,1,27342
21010,43010,3,593185
21010,43030,2,173872
21010,43082,2,186510
21010,51010,3,319801
21010,92005,1,533
21010,92030,2,1456
21010,99810,441,125481435
21020,15110,3,477996
21020,15140,1,218392
21020,16010,3,1010927
21020,21020,4,5962820
21020,32120,2,6041084
21020,43010,1,18150
21020,43030,15,977677
21020,43081,1,3960
21020,51010,7,1292161
21020,91010,1,37327
21020,92030,1,4944
21020,99810,446,213784227
21030,99810,109,39791136
21040,15140,1,597666
21040,32120,1,1528152
21040,91010,1,24329
21040,99810,321,120204821
21050,15105,1,26967
21050,51010,1,10413
21050,91010,1,148
21050,92030,1,8244
21050,99810,195,34502807
21061,99810,1,402109
21081,15110,1,186897
21081,31120,1,65659
21081,43081,1,77009
21081,51010,1,233723
21081,91010,8,89556
21081,99810,2,110657
22010,15110,2,69070
22010,15150,3,676385
22010,15205,2,513654
22010,22040,1,67095
22010,42010,2,430671
22010,43010,1,446230
22010,43030,1,41777
22010,51010,4,254681
22010,91010,1,9129
22010,92005,1,486754
22010,99810,633,193638912
22020,11420,1,981523
22020,15140,1,208233
22020,15150,1,46742
22020,16010,3,3432
22020,91010,1,11468
22020,99810,380,33565151
22030,11105,26,1292124
22030,15150,7,1200851
22030,15205,9,1210756
22030,16010,13,35096
22030,22005,2,38051
22030,22030,1,129534
22030,43030,6,112793
22030,51010,7,164186
22030,91010,1,2998
22030,92005,2,173894
22030,99810,395,85367035
22040,13010,2,17578
22040,15110,1,510812
22040,22040,1,194367
22040,41010,1,23129
22040,43030,9,154347
22040,51010,1,92346
22040,99810,96,18229463
23010,15110,9,1572443
23010,15150,2,71365
23010,43030,1,8007
23010,51010,1,1263762
23010,91010,3,103509
23010,99810,738,175667215
23020,32120,1,4086465
23020,43030,1,18496
23020,99810,6,1738434
23030,11105,3,7157
23030,15110,1,56267
23030,43030,4,291904
23030,51010,4,370449
23030,91010,1,34048
23030,99810,223,38636463
23040,11105,1,1893
23040,43030,13,476612
23040,51010,1,8047
23040,99810,6,1005907
23050,43030,2,123786
23062,91010,1,82090
23062,99810,1,661565
23063,99810,6,450052
23065,15110,2,8530732
23065,32120,1,9245963
23065,43030,1,15410
23065,51010,2,118490
23065,99810,2,567942
23066,99810,5,1675776
23067,15110,1,84753
23067,43030,7,194751
23067,51010,3,120959
23067,91010,4,257595
23067,92005,2,33010
23067,99810,8,861303
23068,51010,1,225
23068,91010,2,517578
23068,99810,1,5288
23070,16010,1,6293
23070,91010,1,18139
23070,92005,1,18514
23070,99810,16,1289580
23081,11105,3,177491
23081,16010,2,53145
23081,31120,2,
23081,43030,1,27200
23081,91010,2,21542
23081,99810,11,478651
23082,43030,2,377207
23082,43082,1,106435
23082,99810,3,91644
24010,11105,2,408086
24010,11430,1,14322777
24010,15110,1,2101960
24010,15120,10,5166098
24010,15130,2,4412798
24010,15140,1,1788807
24010,15205,1,72214
24010,16020,2,9936060
24010,24010,47,101586690
24010,24030,2,21370
24010,24040,1,2071662
24010,25010,5,41367588
24010,33120,1,581182
24010,43030,1,72413
24010,51010,2,91807552
24010,60010,1,7328
24010,91010,2,5203
24010,92010,2,2456337
24010,99810,780,103369813
24020,15105,1,20719
24020,24040,1,985782
24020,99810,13,893119
24030,15110,1,4344051
24030,15120,2,2025270
24030,24010,2,1054550
24030,43010,3,163023
24030,99810,24,1830031
24040,15110,6,645956
24040,16010,60,2922153
24040,24010,3,480739
24040,24040,1,17534
24040,25010,49,1862754
24040,43030,20,1405115
24040,51010,12,1003403
24040,92005,3,1494922
24040,99810,49,1354041
24081,15205,2,128955
24081,43030,1,20863
24081,99810,36,1111884
25010,11105,24,1178340
25010,15105,1,7354
25010,15110,32,18324693
25010,15120,1,210621
25010,15140,17,532200
25010,15150,5,2739854
25010,15205,2,166976
25010,16010,9,194509
25010,25010,62,37116709
25010,31120,4,215835
25010,41005,1,47598
25010,43010,1,96995
25010,43030,9,457324
25010,51010,32,8424301
25010,91010,2,44588
25010,92005,3,2458942
25010,92020,4,63575
25010,99810,1145,223898693
25020,15110,4,3066604
25020,15140,2,1379972
25020,15150,2,427824
25020,15205,1,680094
25020,24010,7,19398162
25020,25010,18,105865842
25020,43010,1,7140
25020,43082,1,85448
25020,99810,6,4640188
31110,11105,3,14513
31110,15110,8,811896
31110,15130,1,1602147
31110,15140,1,686668
31110,15150,2,35226
31110,16010,12,1529238
31110,31110,2,290185
31110,31120,2,17729046
31110,31130,1,1408253
31110,31181,1,54
31110,32310,2,21752
31110,43030,8,592207
31110,51010,8,2977057
31110,52010,1,181
31110,91010,8,227622
31110,92005,6,1971303
31110,99810,1392,628497826
31120,11105,12,538435
31120,15110,4,644996
31120,15130,1,71610
31120,15140,4,16883
31120,15150,9,168501
31120,16010,7,18161
31120,25010,1,863902
31120,41010,3,96218
31120,43030,46,6358380
31120,51010,66,41062911
31120,72010,1,173314
31120,73010,2,3285248
31120,91010,11,366119
31120,92005,43,31905881
31120,92030,8,196548
31120,99810,335,114710486
31130,15110,3,220123
31130,15140,1,116377
31130,25010,1,1104679
31130,31130,1,5808483
31130,43030,3,65449
31130,43040,3,153800196
31130,51010,8,456206
31130,74010,1,1909331
31130,91010,11,499573
31130,92005,15,7893367
31130,92030,3,49221
31130,99810,429,114809996
31140,15110,4,363784
31140,32120,2,10722749
31140,43030,28,1620025
31140,51010,11,771273
31140,92005,7,4174620
31140,92030,1,39916
31140,99810,87,25955202
31150,15110,1,92194
31150,31181,2,99130
31150,43030,11,189935
31150,51010,5,268614
31150,91010,5,140286
31150,92030,1,5719
31150,99810,280,24037967
31161,15110,3,365883
31161,43010,1,133787
31161,43030,41,3209715
31161,51010,18,2509896
31161,52010,1,9072
31161,72010,2,722140
31161,91010,2,72994
31161,92005,3,1084022
31161,92030,5,97656
31161,99810,41,2287019
31162,15110,5,567221
31162,43030,12,975455
31162,51010,12,842300
31162,99810,6,349334
31163,11105,1,7683
31163,15110,2,218039
31163,15150,1,11444
31163,16050,1,80435
31163,42010,1,4732
31163,43030,26,1637606
31163,51010,10,1147600
31163,91010,5,59215
31163,92005,2,401651
31163,92030,2,36623
31163,99810,405,68680869
31164,31110,1,73623
31164,43030,3,328031
31164,43040,1,2494890
31164,92005,2,569654
31164,99810,1,
31165,11105,1,20763
31165,51010,2,146746
31165,92005,1,31647
31166,11430,1,215024
31166,15110,27,5492193
31166,15150,1,61550
31166,16010,1,3968
31166,16050,1,9834
31166,43030,6,89165
31166,51010,25,4888184
31166,91010,1,14991
31166,92005,8,3252155
31166,99810,38,2534799
31181,11105,7,119980
31181,11420,1,7997
31181,15110,8,835882
31181,15150,1,235187
31181,32140,1,139425
31181,33110,4,1517038
31181,43030,27,2008631
31181,43081,1,36144
31181,51010,14,1857143
31181,73010,1,173557
31181,91010,23,2061331
31181,92005,10,2544236
31181,99810,111,10591555
31182,11420,2,9595
31182,15110,2,239216
31182,15140,1,3599
31182,43030,3,306311
31182,43082,6,659852
31182,51010,5,450700
31182,91010,39,1922286
31182,92005,1,347099
31182,99810,83,13046452
31191,15110,11,1429088
31191,15140,1,317596
31191,24040,4,3296159
31191,43030,6,183209
31191,51010,9,1755441
31191,91010,1,252
31191,92005,3,990344
31191,92010,8,44105212
31191,92030,1,8791
31191,99810,16,3344785
31192,15110,1,192562
31192,43030,1,7656
31192,51010,2,200788
31192,72010,1,378401
31192,91010,2,16421
31192,99810,4,128231
31193,15110,2,175391
31193,43030,2,130807
31193,51010,3,324481
31193,99810,6,394416
31194,15110,8,923344
31194,15150,1,3689673
31194,31191,1,223204
31194,43030,33,3469454
31194,43081,1,25236
31194,51010,17,2039823
31194,91010,2,202115
31194,92005,4,671727
31194,99810,12,2016428
31195,11105,1,8119
31195,15110,1,121765
31195,43030,1,24350
31195,51010,1,127381
31195,91010,4,18547
31195,99810,277,46399763
31210,11105,1,6925
31210,15110,12,2578176
31210,43030,1,16811
31210,43081,1,575298
31210,51010,14,2891670
31210,91010,6,35332
31210,99810,913,207412656
31220,11105,1,554
31220,15110,12,2009101
31220,15140,1,669332
31220,43030,7,274657
31220,51010,13,2002397
31220,91010,3,80400
31220,92005,1,128922
31220,92030,1,12494
31220,99810,48,6140283
31261,51010,1,92900
31281,15110,7,773005
31281,43030,1,59880
31281,51010,4,957098
31281,91010,4,43493
31281,99810,19,2295709
31282,11420,1,9596
31282,43082,1,133419
31282,51010,1,238174
31282,91010,1,376318
31282,99810,4,193760
31291,99810,12,3229053
31310,11120,1,22105
31310,15110,2,577562
31310,15150,1,93868
31310,51010,1,369473
31310,99810,816,143224335
31320,15110,1,226433
31320,15150,1,45857
31320,43030,12,557425
31320,51010,6,599281
31320,91010,1,4317
31320,99810,199,74940565
31381,11105,4,48902
31381,43030,5,130454
31381,51010,5,657273
31381,91010,1,7779
31381,92005,1,86497
31381,99810,46,13171145
31382,15110,1,99135
31382,51010,2,108845
31382,91010,2,6044
31382,99810,6,119290
31391,51010,1,61960
32110,15140,2,2774957
32110,16010,3,46835
32110,32182,1,309339
32110,43030,3,80275
32110,91010,1,18859
32110,92030,1,15765
32110,99810,828,336121346
32120,11105,6,21899
32120,32182,1,562389
32120,91010,2,1364
32120,92005,1,68034
32120,92030,2,41252
32120,99810,38,7596711
32130,11105,2,25042
32130,11420,1,11919
32130,15110,18,6957354
32130,15140,6,78351
32130,24030,3,57361
32130,25010,2,1392564
32130,32110,1,14803
32130,43030,23,3169790
32130,51010,16,3134020
32130,91010,8,676758
32130,92005,6,1798817
32130,92030,4,77794
32130,99810,182,36783675
32140,11105,1,35683
32140,15110,5,599596
32140,43030,18,1569540
32140,51010,11,731847
32140,91010,1,41092
32140,92005,4,1682548
32140,92030,2,27091
32140,99810,17,1681180
32161,15105,1,9235
32161,43030,24,1844457
32161,51010,9,828491
32161,52010,2,3033006
32161,91010,2,13439
32161,92030,2,15231
32161,99810,445,59004412
32162,99810,216,14400125
32163,43030,10,329239
32163,99810,88,6106590
32164,91010,1,13417
32164,99810,165,13270572
32166,51010,1,152665
32167,99810,6,380685
32168,43030,4,207514
32168,51010,1,38283
32168,99810,2,61372
32169,99810,92,10637278
32170,99810,20,1488099
32171,91010,6,131463
32171,99810,537,153277902
32172,43030,3,57438
32172,99810,49,16833982
32182,11420,1,7197
32182,15150,2,1243032
32182,32182,6,4718610
32182,43082,6,9240285
32182,51010,2,91580
32182,91010,12,862735
32182,99810,171,90198307
32210,15140,1,15490449
32210,15210,8,97158
32210,91010,2,37582
32210,99810,404,105001992
32220,15140,2,595700
32220,32220,1,16906270
32220,41010,2,3087311
32220,43082,2,177023
32220,99810,9,8948557
32261,91010,1,26785
32262,99810,18,4029465
32263,91010,1,74954
32264,99810,2,1096038
32265,99810,2,53003
32310,11105,6,260251
32310,31120,1,
32310,32310,1,1205240
32310,43010,2,1387066
32310,43030,1,97479
32310,51010,2,32689
32310,91010,9,234115
32310,92005,1,230860
32310,92030,1,11949
32310,99810,27,20525903
33110,11105,1,8547
33110,15100,1,4760
33110,15110,2,9088817
33110,15130,1,5010
33110,15140,1,3346
33110,15205,1,293517
33110,16010,7,48160
33110,43030,2,344503
33110,51010,1,150130
33110,91010,1,84938
33110,92005,2,2471999
33110,92020,3,65254
33110,99810,885,220358770
33120,15140,1,1450039
33120,33120,1,352780
33120,43030,3,78885
33120,51010,1,18766
33120,92020,9,202163
33120,99810,104,192775933
33130,11105,2,438022
33130,99810,1,26468
33140,15110,1,859048
33140,91010,2,42370
33140,99810,1,323609
33150,33110,1,587967
33181,15205,7,596300
33181,51010,1,49949
33181,91010,10,148246
33181,99810,117,4967104
33210,11105,5,232623
33210,15110,7,803956
33210,15140,1,5070
33210,16010,3,10793
33210,31120,2,137866
33210,43030,14,1697466
33210,51010,15,1145136
33210,91010,9,101463
33210,99810,591,65830661
41010,11105,10,52274
41010,11420,1,485
